player1_name,player1_atprank,player1_games,player1_wins,player1_loses,player2_name,player2_atprank,player2_games,player2_wins,player2_loses,match_date,match_location,match_tournament,match_surface,match_odd_player1,match_odd_player2,winner_player1
Johnson S.,197,395,196,199,Davidovich Fokina A.,39,168,84,84,2021-10-08,Indian Wells,BNP Paribas Open,Hard,2.2,1.66,0
Paire B.,149,527,237,290,Tiafoe F.,10,303,158,145,2021-10-08,Indian Wells,BNP Paribas Open,Hard,3.4,1.33,0
Olivo R.,179,55,23,32,Carballes Baena R.,64,207,91,116,2021-10-08,Indian Wells,BNP Paribas Open,Hard,3.2,1.36,0
Caruso S.,146,63,19,44,Svajda Z.,233,8,2,6,2021-10-08,Indian Wells,BNP Paribas Open,Hard,1.8,2.0,1
Nishioka Y.,31,215,99,116,Delbonis F.,131,340,152,188,2021-10-08,Indian Wells,BNP Paribas Open,Hard,1.61,2.3,1
Evans D.,30,251,124,127,Nishikori K.,439,617,408,209,2021-10-09,Indian Wells,BNP Paribas Open,Hard,2.2,1.66,1
Pospisil V.,99,280,122,158,Shapovalov D.,29,298,166,132,2021-10-09,Indian Wells,BNP Paribas Open,Hard,3.4,1.33,0
Sandgren T.,153,121,47,74,Norrie C.,13,287,172,115,2021-10-09,Indian Wells,BNP Paribas Open,Hard,5.0,1.16,0
Ruud C.,4,275,176,99,Carballes Baena R.,64,207,91,116,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.08,8.0,1
Tiafoe F.,10,303,158,145,Korda S.,26,126,75,51,2021-10-09,Indian Wells,BNP Paribas Open,Hard,2.1,1.72,1
Pella G.,199,260,118,142,Bautista Agut R.,25,379,234,145,2021-10-09,Indian Wells,BNP Paribas Open,Hard,4.0,1.25,0
Dimitrov G.,20,651,389,262,Altmaier D.,51,79,28,51,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.33,3.4,1
Cressy M.,96,96,42,54,Schwartzman D.,95,428,233,195,2021-10-09,Indian Wells,BNP Paribas Open,Hard,3.5,1.3,0
Murray A.,44,932,687,245,Mannarino A.,27,567,264,303,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.2,4.5,1
Daniel T.,111,178,67,111,Opelka R.,17,168,88,80,2021-10-09,Indian Wells,BNP Paribas Open,Hard,3.75,1.28,0
Gerasimov E.,150,93,43,50,Eubanks C.,29,64,28,36,2021-10-09,Indian Wells,BNP Paribas Open,Hard,2.0,1.8,0
Fucsovics M.,67,249,121,128,Mager G.,67,59,24,35,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.36,3.2,0
Millman J.,140,256,113,143,Sock J.,166,324,177,147,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.8,2.0,1
Marcora R.,208,7,3,4,Martinez P.,135,118,50,68,2021-10-09,Indian Wells,BNP Paribas Open,Hard,3.75,1.28,0
Nakashima B.,70,106,57,49,Coria F.,108,99,43,56,2021-10-09,Indian Wells,BNP Paribas Open,Hard,1.14,5.5,1
Andujar P.,323,404,164,240,Vukic A.,62,36,15,21,2021-10-09,Indian Wells,BNP Paribas Open,Hard,2.3,1.61,0
Popyrin A.,90,140,59,81,Hurkacz H.,17,238,137,101,2021-10-09,Indian Wells,BNP Paribas Open,Hard,3.2,1.36,0
Nakashima B.,70,106,57,49,Fritz T.,9,356,205,151,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.61,2.3,0
Murray A.,44,932,687,245,Alcaraz C.,1,164,130,34,2021-10-10,Indian Wells,BNP Paribas Open,Hard,2.0,1.8,1
Escobedo E.,377,57,20,37,Garin C.,101,190,103,87,2021-10-10,Indian Wells,BNP Paribas Open,Hard,2.0,1.8,0
Zverev A.,19,500,346,154,Brooksby J.,39,79,46,33,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.2,4.5,1
Carreno Busta P.,16,352,214,138,Gomez E.,155,26,7,19,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.12,6.0,1
Fognini F.,128,742,383,359,Struff J.L.,21,369,170,199,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.8,2.0,1
Vukic A.,62,36,15,21,De Minaur A.,19,272,161,111,2021-10-10,Indian Wells,BNP Paribas Open,Hard,2.75,1.44,0
Auger-Aliassime F.,12,268,163,105,Ramos-Vinolas A.,82,437,204,233,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.2,4.5,0
Anderson K.,652,598,347,251,Sonego L.,43,221,107,114,2021-10-10,Indian Wells,BNP Paribas Open,Hard,2.0,1.8,1
Tabilo A.,122,44,21,23,Berrettini M.,38,217,142,75,2021-10-10,Indian Wells,BNP Paribas Open,Hard,7.0,1.1,0
Monfils G.,323,816,510,306,Mager G.,67,59,24,35,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.22,4.33,1
Rublev A.,7,392,255,137,Taberner C.,181,37,13,24,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.07,9.0,1
Giron M.,69,150,68,82,Krajinovic F.,93,240,115,125,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.9,1.9,0
Davidovich Fokina A.,39,168,84,84,Harris L.,186,129,59,70,2021-10-10,Indian Wells,BNP Paribas Open,Hard,2.75,1.44,0
Caruso S.,146,63,19,44,Karatsev A.,75,136,66,70,2021-10-10,Indian Wells,BNP Paribas Open,Hard,3.75,1.28,0
Paul T.,14,204,111,93,Lajovic D.,66,378,163,215,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.57,2.37,1
Mcdonald M.,60,190,87,103,Medvedev D.,3,406,289,117,2021-10-10,Indian Wells,BNP Paribas Open,Hard,10.0,1.06,0
Sinner J.,8,224,153,71,Millman J.,140,256,113,143,2021-10-10,Indian Wells,BNP Paribas Open,Hard,1.2,4.5,1
Ruud C.,4,275,176,99,Harris L.,186,129,59,70,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.36,3.2,1
Shapovalov D.,29,298,166,132,Karatsev A.,75,136,66,70,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.66,2.2,0
Opelka R.,17,168,88,80,Dimitrov G.,20,651,389,262,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.8,2.0,0
Evans D.,30,251,124,127,Schwartzman D.,95,428,233,195,2021-10-11,Indian Wells,BNP Paribas Open,Hard,2.37,1.57,0
Tsitsipas S.,5,390,264,126,Martinez P.,135,118,50,68,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.08,8.0,1
Basilashvili N.,118,301,138,163,Eubanks C.,29,64,28,36,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.57,2.37,1
Isner J.,114,755,465,290,Nishioka Y.,31,215,99,116,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.3,3.5,1
Khachanov K.,11,378,217,161,Ruusuvuori E.,55,158,79,79,2021-10-11,Indian Wells,BNP Paribas Open,Hard,1.61,2.3,1
Hurkacz H.,17,238,137,101,Tiafoe F.,10,303,158,145,2021-10-12,Indian Wells,BNP Paribas Open,Hard,1.53,2.5,1
Paul T.,14,204,111,93,Rublev A.,7,392,255,137,2021-10-12,Indian Wells,BNP Paribas Open,Hard,4.5,1.2,1
Norrie C.,13,287,172,115,Bautista Agut R.,25,379,234,145,2021-10-12,Indian Wells,BNP Paribas Open,Hard,1.8,2.0,1
Krajinovic F.,93,240,115,125,Medvedev D.,3,406,289,117,2021-10-12,Indian Wells,BNP Paribas Open,Hard,8.0,1.08,0
Sinner J.,8,224,153,71,Isner J.,114,755,465,290,2021-10-12,Indian Wells,BNP Paribas Open,Hard,1.5,2.62,1
Berrettini M.,38,217,142,75,Fritz T.,9,356,205,151,2021-10-12,Indian Wells,BNP Paribas Open,Hard,1.4,3.0,0
Khachanov K.,11,378,217,161,Carreno Busta P.,16,352,214,138,2021-10-12,Indian Wells,BNP Paribas Open,Hard,2.1,1.72,1
Ramos-Vinolas A.,82,437,204,233,Basilashvili N.,118,301,138,163,2021-10-12,Indian Wells,BNP Paribas Open,Hard,2.2,1.66,0
Zverev A.,19,500,346,154,Murray A.,44,932,687,245,2021-10-12,Indian Wells,BNP Paribas Open,Hard,1.16,5.0,1
Khachanov K.,11,378,217,161,Basilashvili N.,118,301,138,163,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.33,3.4,0
Dimitrov G.,20,651,389,262,Medvedev D.,3,406,289,117,2021-10-13,Indian Wells,BNP Paribas Open,Hard,6.0,1.12,1
Norrie C.,13,287,172,115,Paul T.,14,204,111,93,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.5,2.62,1
Karatsev A.,75,136,66,70,Hurkacz H.,17,238,137,101,2021-10-13,Indian Wells,BNP Paribas Open,Hard,2.37,1.57,0
Sinner J.,8,224,153,71,Fritz T.,9,356,205,151,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.44,2.75,0
De Minaur A.,19,272,161,111,Garin C.,101,190,103,87,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.66,2.2,1
Tsitsipas S.,5,390,264,126,Fognini F.,128,742,383,359,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.14,5.5,1
Monfils G.,323,816,510,306,Anderson K.,652,598,347,251,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.4,3.0,1
Ruud C.,4,275,176,99,Schwartzman D.,95,428,233,195,2021-10-13,Indian Wells,BNP Paribas Open,Hard,1.4,3.0,0
Tsitsipas S.,5,390,264,126,De Minaur A.,19,272,161,111,2021-10-14,Indian Wells,BNP Paribas Open,Hard,1.2,4.5,1
Monfils G.,323,816,510,306,Zverev A.,19,500,346,154,2021-10-14,Indian Wells,BNP Paribas Open,Hard,4.5,1.2,0
Schwartzman D.,95,428,233,195,Norrie C.,13,287,172,115,2021-10-14,Indian Wells,BNP Paribas Open,Hard,1.72,2.1,0
Hurkacz H.,17,238,137,101,Dimitrov G.,20,651,389,262,2021-10-14,Indian Wells,BNP Paribas Open,Hard,1.57,2.37,0
Tsitsipas S.,5,390,264,126,Basilashvili N.,118,301,138,163,2021-10-15,Indian Wells,BNP Paribas Open,Hard,1.28,3.75,0
Fritz T.,9,356,205,151,Zverev A.,19,500,346,154,2021-10-15,Indian Wells,BNP Paribas Open,Hard,5.0,1.16,1
Dimitrov G.,20,651,389,262,Norrie C.,13,287,172,115,2021-10-16,Indian Wells,BNP Paribas Open,Hard,1.9,1.9,0
Basilashvili N.,118,301,138,163,Fritz T.,9,356,205,151,2021-10-16,Indian Wells,BNP Paribas Open,Hard,2.3,1.61,1
Duckworth J.,123,143,55,88,Gojo B.,115,14,3,11,2021-10-18,Moscow,Kremlin Cup,Hard,1.36,3.2,1
Popyrin A.,90,140,59,81,Van De Zandschulp B.,44,117,63,54,2021-10-18,Antwerp,European Open,Hard,2.1,1.72,0
Norrie C.,13,287,172,115,Basilashvili N.,118,301,138,163,2021-10-18,Indian Wells,BNP Paribas Open,Hard,1.57,2.37,1
Rinderknech A.,67,96,46,50,Delbonis F.,131,340,152,188,2021-10-18,Antwerp,European Open,Hard,1.33,3.4,1
Cilic M.,100,853,543,310,Dzumhur D.,202,234,107,127,2021-10-18,Moscow,Kremlin Cup,Hard,1.44,2.75,1
Gasquet R.,48,948,581,367,Lajovic D.,66,378,163,215,2021-10-18,Antwerp,European Open,Hard,1.53,2.5,0
Bonzi B.,107,83,37,46,Millman J.,140,256,113,143,2021-10-18,Moscow,Kremlin Cup,Hard,1.8,2.0,0
Djere L.,38,243,120,123,Simon G.,188,869,491,378,2021-10-19,Moscow,Kremlin Cup,Hard,1.5,2.62,0
Gerasimov E.,150,93,43,50,Kecmanovic M.,40,210,107,103,2021-10-19,Moscow,Kremlin Cup,Hard,2.0,1.8,1
Bublik A.,25,219,110,109,Marchenko I.,164,131,50,81,2021-10-19,Moscow,Kremlin Cup,Hard,1.44,2.75,0
Martinez P.,135,118,50,68,Pella G.,199,260,118,142,2021-10-19,Moscow,Kremlin Cup,Hard,1.66,2.2,1
Berankis R.,212,249,104,145,Donskoy E.,149,162,50,112,2021-10-19,Moscow,Kremlin Cup,Hard,,,1
Mannarino A.,27,567,264,303,Safiullin R.,92,42,20,22,2021-10-19,Moscow,Kremlin Cup,Hard,1.9,1.9,1
Ymer M.,59,130,58,72,Paul T.,14,204,111,93,2021-10-19,Moscow,Kremlin Cup,Hard,2.37,1.57,0
Tiafoe F.,10,303,158,145,Murray A.,44,932,687,245,2021-10-19,Antwerp,European Open,Hard,2.1,1.72,0
Davidovich Fokina A.,39,168,84,84,Thompson J.,71,221,96,125,2021-10-19,Antwerp,European Open,Hard,1.66,2.2,1
Laaksonen H.,125,101,37,64,Paire B.,149,527,237,290,2021-10-19,Antwerp,European Open,Hard,1.61,2.3,1
Nakashima B.,70,106,57,49,De Minaur A.,19,272,161,111,2021-10-19,Antwerp,European Open,Hard,2.1,1.72,1
Brooksby J.,39,79,46,33,Opelka R.,17,168,88,80,2021-10-19,Antwerp,European Open,Hard,1.72,2.1,1
Mager G.,67,59,24,35,Musetti L.,18,143,79,64,2021-10-19,Antwerp,European Open,Hard,1.8,2.0,0
Struff J.L.,21,369,170,199,Ramos-Vinolas A.,82,437,204,233,2021-10-19,Antwerp,European Open,Hard,1.57,2.37,1
Fucsovics M.,67,249,121,128,Novak D.,166,58,15,43,2021-10-19,Antwerp,European Open,Hard,1.57,2.37,1
Bergs Z.,175,15,4,11,Harris L.,186,129,59,70,2021-10-19,Antwerp,European Open,Hard,4.33,1.22,0
Khachanov K.,11,378,217,161,Duckworth J.,123,143,55,88,2021-10-20,Moscow,Kremlin Cup,Hard,1.25,4.0,1
Paul T.,14,204,111,93,Cilic M.,100,853,543,310,2021-10-20,Moscow,Kremlin Cup,Hard,1.9,1.9,0
Millman J.,140,256,113,143,Marchenko I.,164,131,50,81,2021-10-20,Moscow,Kremlin Cup,Hard,1.66,2.2,1
Mcdonald M.,60,190,87,103,Nishioka Y.,31,215,99,116,2021-10-20,Moscow,Kremlin Cup,Hard,1.5,2.62,1
Coria F.,108,99,43,56,Kachmazov A.,638,2,0,2,2021-10-20,Moscow,Kremlin Cup,Hard,1.53,2.5,1
Brooksby J.,39,79,46,33,Van De Zandschulp B.,44,117,63,54,2021-10-20,Antwerp,European Open,Hard,1.44,2.75,1
Rinderknech A.,67,96,46,50,Lajovic D.,66,378,163,215,2021-10-20,Antwerp,European Open,Hard,1.57,2.37,1
Sinner J.,8,224,153,71,Musetti L.,18,143,79,64,2021-10-20,Antwerp,European Open,Hard,1.16,5.0,1
Garin C.,101,190,103,87,Davidovich Fokina A.,39,168,84,84,2021-10-20,Antwerp,European Open,Hard,2.62,1.5,0
Fucsovics M.,67,249,121,128,Bautista Agut R.,25,379,234,145,2021-10-21,Antwerp,European Open,Hard,2.37,1.57,1
Mcdonald M.,60,190,87,103,Simon G.,188,869,491,378,2021-10-21,Moscow,Kremlin Cup,Hard,1.25,4.0,0
Gerasimov E.,150,93,43,50,Karatsev A.,75,136,66,70,2021-10-21,Moscow,Kremlin Cup,Hard,3.0,1.4,0
Mannarino A.,27,567,264,303,Rublev A.,7,392,255,137,2021-10-21,Moscow,Kremlin Cup,Hard,8.0,1.08,1
Coria F.,108,99,43,56,Berankis R.,212,249,104,145,2021-10-21,Moscow,Kremlin Cup,Hard,4.33,1.22,0
Martinez P.,135,118,50,68,Krajinovic F.,93,240,115,125,2021-10-21,Moscow,Kremlin Cup,Hard,3.0,1.4,1
Laaksonen H.,125,101,37,64,Nakashima B.,70,106,57,49,2021-10-21,Antwerp,European Open,Hard,2.5,1.53,0
Schwartzman D.,95,428,233,195,Murray A.,44,932,687,245,2021-10-21,Antwerp,European Open,Hard,2.1,1.72,1
Struff J.L.,21,369,170,199,Harris L.,186,129,59,70,2021-10-21,Antwerp,European Open,Hard,3.0,1.4,0
Martinez P.,135,118,50,68,Cilic M.,100,853,543,310,2021-10-22,Moscow,Kremlin Cup,Hard,2.62,1.5,0
Khachanov K.,11,378,217,161,Millman J.,140,256,113,143,2021-10-22,Moscow,Kremlin Cup,Hard,1.3,3.5,1
Harris L.,186,129,59,70,Fucsovics M.,67,249,121,128,2021-10-22,Antwerp,European Open,Hard,1.57,2.37,1
Rinderknech A.,67,96,46,50,Sinner J.,8,224,153,71,2021-10-22,Antwerp,European Open,Hard,4.33,1.22,0
Nakashima B.,70,106,57,49,Schwartzman D.,95,428,233,195,2021-10-22,Antwerp,European Open,Hard,2.2,1.66,0
Brooksby J.,39,79,46,33,Davidovich Fokina A.,39,168,84,84,2021-10-22,Antwerp,European Open,Hard,1.33,3.4,1
Mannarino A.,27,567,264,303,Berankis R.,212,249,104,145,2021-10-22,Moscow,Kremlin Cup,Hard,1.66,2.2,0
Karatsev A.,75,136,66,70,Simon G.,188,869,491,378,2021-10-22,Moscow,Kremlin Cup,Hard,1.22,4.33,1
Cilic M.,100,853,543,310,Berankis R.,212,249,104,145,2021-10-23,Moscow,Kremlin Cup,Hard,1.44,2.75,1
Karatsev A.,75,136,66,70,Khachanov K.,11,378,217,161,2021-10-23,Moscow,Kremlin Cup,Hard,2.0,1.8,1
Brooksby J.,39,79,46,33,Schwartzman D.,95,428,233,195,2021-10-23,Antwerp,European Open,Hard,1.66,2.2,0
Sinner J.,8,224,153,71,Harris L.,186,129,59,70,2021-10-23,Antwerp,European Open,Hard,1.5,2.62,1
Schwartzman D.,95,428,233,195,Sinner J.,8,224,153,71,2021-10-24,Antwerp,European Open,Hard,2.75,1.44,0
Karatsev A.,75,136,66,70,Cilic M.,100,853,543,310,2021-10-24,Moscow,Kremlin Cup,Hard,1.66,2.2,1
Duckworth J.,123,143,55,88,Struff J.L.,21,369,170,199,2021-10-25,St. Petersburg,St. Petersburg Open,Hard,1.8,2.0,0
Serdarusic N.,702,9,1,8,Korda S.,26,126,75,51,2021-10-25,St. Petersburg,St. Petersburg Open,Hard,5.5,1.14,0
Tiurnev E.,304,1,0,1,Bublik A.,25,219,110,109,2021-10-25,St. Petersburg,St. Petersburg Open,Hard,5.0,1.16,0
Evans D.,30,251,124,127,Alcaraz C.,1,164,130,34,2021-10-25,Vienna,Vienna Open,Hard,2.2,1.66,0
Basilashvili N.,118,301,138,163,Carreno Busta P.,16,352,214,138,2021-10-25,Vienna,Vienna Open,Hard,2.5,1.53,1
De Minaur A.,19,272,161,111,Anderson K.,652,598,347,251,2021-10-25,Vienna,Vienna Open,Hard,2.0,1.8,1
Murray A.,44,932,687,245,Hurkacz H.,17,238,137,101,2021-10-25,Vienna,Vienna Open,Hard,2.5,1.53,1
Popyrin A.,90,140,59,81,Berrettini M.,38,217,142,75,2021-10-25,Vienna,Vienna Open,Hard,3.75,1.28,0
Tsitsipas S.,5,390,264,126,Dimitrov G.,20,651,389,262,2021-10-26,Vienna,Vienna Open,Hard,1.4,3.0,1
Harris L.,186,129,59,70,Ruud C.,4,275,176,99,2021-10-26,Vienna,Vienna Open,Hard,2.1,1.72,0
Norrie C.,13,287,172,115,Fucsovics M.,67,249,121,128,2021-10-26,Vienna,Vienna Open,Hard,1.5,2.62,1
Tiafoe F.,10,303,158,145,Lajovic D.,66,378,163,215,2021-10-26,Vienna,Vienna Open,Hard,1.4,3.0,1
Berankis R.,212,249,104,145,Auger-Aliassime F.,12,268,163,105,2021-10-26,Vienna,Vienna Open,Hard,3.5,1.3,0
Zverev A.,19,500,346,154,Krajinovic F.,93,240,115,125,2021-10-26,Vienna,Vienna Open,Hard,1.14,5.5,1
Mager G.,67,59,24,35,Novak D.,166,58,15,43,2021-10-26,Vienna,Vienna Open,Hard,2.3,1.61,0
Oliel Y.,383,2,0,2,Millman J.,140,256,113,143,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,6.0,1.12,0
Martinez P.,135,118,50,68,Paul T.,14,204,111,93,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,2.62,1.5,0
Fritz T.,9,356,205,151,Ruusuvuori E.,55,158,79,79,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,1.8,2.0,1
Djere L.,38,243,120,123,Ivashka I.,113,159,78,81,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,4.0,1.25,0
Andujar P.,323,404,164,240,Delbonis F.,131,340,152,188,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,2.1,1.72,1
Van De Zandschulp B.,44,117,63,54,Nishioka Y.,31,215,99,116,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,1.57,2.37,1
Gerasimov E.,150,93,43,50,Mcdonald M.,60,190,87,103,2021-10-26,St. Petersburg,St. Petersburg Open,Hard,2.37,1.57,0
Cilic M.,100,853,543,310,Ramos-Vinolas A.,82,437,204,233,2021-10-27,St. Petersburg,St. Petersburg Open,Hard,1.3,3.5,1
Mannarino A.,27,567,264,303,Khachanov K.,11,378,217,161,2021-10-27,St. Petersburg,St. Petersburg Open,Hard,3.75,1.28,0
Shapovalov D.,29,298,166,132,Andujar P.,323,404,164,240,2021-10-27,St. Petersburg,St. Petersburg Open,Hard,1.08,8.0,1
Struff J.L.,21,369,170,199,Bublik A.,25,219,110,109,2021-10-27,St. Petersburg,St. Petersburg Open,Hard,1.8,2.0,1
Koepfer D.,84,86,38,48,Sonego L.,43,221,107,114,2021-10-27,Vienna,Vienna Open,Hard,2.75,1.44,0
Fognini F.,128,742,383,359,Schwartzman D.,95,428,233,195,2021-10-27,Vienna,Vienna Open,Hard,3.4,1.33,0
Murray A.,44,932,687,245,Alcaraz C.,1,164,130,34,2021-10-27,Vienna,Vienna Open,Hard,1.61,2.3,0
Berrettini M.,38,217,142,75,Basilashvili N.,118,301,138,163,2021-10-27,Vienna,Vienna Open,Hard,1.44,2.75,1
Ivashka I.,113,159,78,81,Rublev A.,7,392,255,137,2021-10-27,St. Petersburg,St. Petersburg Open,Hard,3.4,1.33,0
Sinner J.,8,224,153,71,Opelka R.,17,168,88,80,2021-10-27,Vienna,Vienna Open,Hard,1.28,3.75,1
Monfils G.,323,816,510,306,Musetti L.,18,143,79,64,2021-10-27,Vienna,Vienna Open,Hard,1.25,4.0,1
De Minaur A.,19,272,161,111,Zverev A.,19,500,346,154,2021-10-28,Vienna,Vienna Open,Hard,5.0,1.16,0
Tsitsipas S.,5,390,264,126,Tiafoe F.,10,303,158,145,2021-10-28,Vienna,Vienna Open,Hard,1.25,4.0,0
Monfils G.,323,816,510,306,Schwartzman D.,95,428,233,195,2021-10-28,Vienna,Vienna Open,Hard,2.0,1.8,0
Sinner J.,8,224,153,71,Novak D.,166,58,15,43,2021-10-28,Vienna,Vienna Open,Hard,1.08,8.0,1
Auger-Aliassime F.,12,268,163,105,Norrie C.,13,287,172,115,2021-10-28,Vienna,Vienna Open,Hard,2.2,1.66,1
Ruud C.,4,275,176,99,Sonego L.,43,221,107,114,2021-10-28,Vienna,Vienna Open,Hard,1.36,3.2,1
Bautista Agut R.,25,379,234,145,Mcdonald M.,60,190,87,103,2021-10-28,St. Petersburg,St. Petersburg Open,Hard,1.57,2.37,1
Millman J.,140,256,113,143,Karatsev A.,75,136,66,70,2021-10-28,St. Petersburg,St. Petersburg Open,Hard,4.0,1.25,1
Cilic M.,100,853,543,310,Khachanov K.,11,378,217,161,2021-10-28,St. Petersburg,St. Petersburg Open,Hard,2.37,1.57,1
Paul T.,14,204,111,93,Fritz T.,9,356,205,151,2021-10-28,St. Petersburg,St. Petersburg Open,Hard,2.5,1.53,0
Korda S.,26,126,75,51,Van De Zandschulp B.,44,117,63,54,2021-10-28,St. Petersburg,St. Petersburg Open,Hard,1.8,2.0,0
Ruud C.,4,275,176,99,Sinner J.,8,224,153,71,2021-10-29,Vienna,Vienna Open,Hard,3.0,1.4,0
Van De Zandschulp B.,44,117,63,54,Rublev A.,7,392,255,137,2021-10-29,St. Petersburg,St. Petersburg Open,Hard,4.0,1.25,1
Cilic M.,100,853,543,310,Bautista Agut R.,25,379,234,145,2021-10-29,St. Petersburg,St. Petersburg Open,Hard,2.0,1.8,1
Shapovalov D.,29,298,166,132,Struff J.L.,21,369,170,199,2021-10-29,St. Petersburg,St. Petersburg Open,Hard,1.5,2.62,0
Fritz T.,9,356,205,151,Millman J.,140,256,113,143,2021-10-29,St. Petersburg,St. Petersburg Open,Hard,1.36,3.2,1
Tiafoe F.,10,303,158,145,Schwartzman D.,95,428,233,195,2021-10-29,Vienna,Vienna Open,Hard,2.2,1.66,1
Auger-Aliassime F.,12,268,163,105,Zverev A.,19,500,346,154,2021-10-29,Vienna,Vienna Open,Hard,4.0,1.25,0
Alcaraz C.,1,164,130,34,Berrettini M.,38,217,142,75,2021-10-29,Vienna,Vienna Open,Hard,2.75,1.44,1
Van De Zandschulp B.,44,117,63,54,Cilic M.,100,853,543,310,2021-10-30,St. Petersburg,St. Petersburg Open,Hard,1.9,1.9,0
Alcaraz C.,1,164,130,34,Zverev A.,19,500,346,154,2021-10-30,Vienna,Vienna Open,Hard,3.75,1.28,0
Fritz T.,9,356,205,151,Struff J.L.,21,369,170,199,2021-10-30,St. Petersburg,St. Petersburg Open,Hard,1.44,2.75,1
Sinner J.,8,224,153,71,Tiafoe F.,10,303,158,145,2021-10-30,Vienna,Vienna Open,Hard,1.25,4.0,0
Zverev A.,19,500,346,154,Tiafoe F.,10,303,158,145,2021-10-31,Vienna,Vienna Open,Hard,1.2,4.5,1
Cilic M.,100,853,543,310,Fritz T.,9,356,205,151,2021-10-31,St. Petersburg,St. Petersburg Open,Hard,2.0,1.8,1
Ivashka I.,113,159,78,81,Ramos-Vinolas A.,82,437,204,233,2021-11-01,Paris,BNP Paribas Masters,Hard,1.25,4.0,1
Paire B.,149,527,237,290,Carreno Busta P.,16,352,214,138,2021-11-01,Paris,BNP Paribas Masters,Hard,4.0,1.25,0
Djere L.,38,243,120,123,Musetti L.,18,143,79,64,2021-11-01,Paris,BNP Paribas Masters,Hard,2.3,1.61,0
Rinderknech A.,67,96,46,50,Gaston H.,109,58,24,34,2021-11-01,Paris,BNP Paribas Masters,Hard,1.61,2.3,0
Mannarino A.,27,567,264,303,Basilashvili N.,118,301,138,163,2021-11-01,Paris,BNP Paribas Masters,Hard,2.75,1.44,1
Koepfer D.,84,86,38,48,Murray A.,44,932,687,245,2021-11-01,Paris,BNP Paribas Masters,Hard,4.0,1.25,1
Norrie C.,13,287,172,115,Delbonis F.,131,340,152,188,2021-11-01,Paris,BNP Paribas Masters,Hard,1.08,8.0,1
Karatsev A.,75,136,66,70,Korda S.,26,126,75,51,2021-11-01,Paris,BNP Paribas Masters,Hard,1.57,2.37,0
Fucsovics M.,67,249,121,128,Fognini F.,128,742,383,359,2021-11-01,Paris,BNP Paribas Masters,Hard,1.57,2.37,1
Mcdonald M.,60,190,87,103,Lajovic D.,66,378,163,215,2021-11-01,Paris,BNP Paribas Masters,Hard,1.44,2.75,0
Bublik A.,25,219,110,109,Evans D.,30,251,124,127,2021-11-01,Paris,BNP Paribas Masters,Hard,2.2,1.66,1
Gasquet R.,48,948,581,367,Dimitrov G.,20,651,389,262,2021-11-02,Paris,BNP Paribas Masters,Hard,3.75,1.28,0
Bublik A.,25,219,110,109,Ruud C.,4,275,176,99,2021-11-02,Paris,BNP Paribas Masters,Hard,3.5,1.3,0
Fucsovics M.,67,249,121,128,Djokovic N.,2,1207,1012,195,2021-11-02,Paris,BNP Paribas Masters,Hard,8.0,1.08,0
Tiafoe F.,10,303,158,145,Giron M.,69,150,68,82,2021-11-02,Paris,BNP Paribas Masters,Hard,1.5,2.62,0
Cilic M.,100,853,543,310,Davidovich Fokina A.,39,168,84,84,2021-11-02,Paris,BNP Paribas Masters,Hard,1.53,2.5,1
Kecmanovic M.,40,210,107,103,Monfils G.,323,816,510,306,2021-11-02,Paris,BNP Paribas Masters,Hard,3.4,1.33,0
De Minaur A.,19,272,161,111,Popyrin A.,90,140,59,81,2021-11-02,Paris,BNP Paribas Masters,Hard,,,0
